event_id,sample_id,role,event_time,event_type,event_text,label,target_text
E-0251,380,observer,2026-01-03T08:20:00Z,netflow,Unusual outbound connection from WS-044 to 10.116.31.216:4444 bytes_out=1718320,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0251,381,responder,2026-01-03T08:20:00Z,alert,Alert received: Unusual outbound connection from WS-044 to 10.116.31.216:4444 bytes_out=1718320,anomalous,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0251,382,consultant,2026-01-03T08:20:00Z,correlation,Correlation analysis for Unusual outbound connection from WS-044 to 10.116.31.216:4444 bytes_out=1718320,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0252,383,observer,2026-01-14T21:37:48Z,endpoint,Suspicious process powershell executed on WS-121 by user ali,anomalous,Raise alert: suspicious execution; collect process tree and quarantine if needed.
E-0252,384,responder,2026-01-14T21:37:48Z,alert,Alert received: Suspicious process powershell executed on WS-121 by user ali,anomalous,"Classify as suspicious execution. Recommend: quarantine endpoint, collect triage package, reset credentials."
E-0253,385,observer,2026-01-17T10:41:33Z,app,Service hr_portal error 502 spike on SRV-18,anomalous,Investigate service degradation; check downstream dependencies and recent deployments.
E-0254,386,observer,2026-01-17T13:56:57Z,auth,Multiple failed logins (10) for user youssef on WS-223 from 10.75.132.82,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0255,387,observer,2026-01-14T09:35:41Z,netflow,Outbound connection from WS-167 to 10.214.57.107:22 bytes_out=312797,benign,Normal network flow.
E-0256,388,observer,2026-01-03T10:22:23Z,netflow,Unusual outbound connection from WS-055 to 10.176.210.68:4444 bytes_out=1375189,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0256,389,responder,2026-01-03T10:22:23Z,alert,Alert received: Unusual outbound connection from WS-055 to 10.176.210.68:4444 bytes_out=1375189,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0257,390,observer,2026-01-04T11:48:00Z,dns,High entropy DNS query pd4rxbvttr5goit2ur0fm2n.update.account.ru from SRV-17,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0257,391,responder,2026-01-04T11:48:00Z,alert,Alert received: High entropy DNS query pd4rxbvttr5goit2ur0fm2n.update.account.ru from SRV-17,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0257,392,consultant,2026-01-04T11:48:00Z,correlation,Correlation analysis for High entropy DNS query pd4rxbvttr5goit2ur0fm2n.update.account.ru from SRV-17,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0258,393,observer,2026-01-04T20:36:29Z,auth,Multiple failed logins (26) for user hassan on WS-034 from 10.206.69.200,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0259,394,observer,2026-01-05T20:55:54Z,dns,High entropy DNS query mrx36zhbpx52l49wwkqfsbydknoon.sync.account.ru from WS-030,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0259,395,responder,2026-01-05T20:55:54Z,alert,Alert received: High entropy DNS query mrx36zhbpx52l49wwkqfsbydknoon.sync.account.ru from WS-030,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0259,396,consultant,2026-01-05T20:55:54Z,correlation,Correlation analysis for High entropy DNS query mrx36zhbpx52l49wwkqfsbydknoon.sync.account.ru from WS-030,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0260,397,observer,2026-01-12T12:10:53Z,netflow,Unusual outbound connection from WS-068 to 10.156.140.109:4444 bytes_out=1787905,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0260,398,responder,2026-01-12T12:10:53Z,alert,Alert received: Unusual outbound connection from WS-068 to 10.156.140.109:4444 bytes_out=1787905,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0261,399,observer,2026-01-16T03:16:36Z,netflow,Unusual outbound connection from WS-204 to 10.191.144.77:443 bytes_out=1012278,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0261,400,responder,2026-01-16T03:16:36Z,alert,Alert received: Unusual outbound connection from WS-204 to 10.191.144.77:443 bytes_out=1012278,anomalous,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0261,401,consultant,2026-01-16T03:16:36Z,correlation,Correlation analysis for Unusual outbound connection from WS-204 to 10.191.144.77:443 bytes_out=1012278,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0262,402,observer,2026-01-07T08:07:44Z,app,Service api_gateway error 500 spike on SRV-36,anomalous,Investigate service degradation; check downstream dependencies and recent deployments.
E-0262,403,responder,2026-01-07T08:07:44Z,alert,Alert received: Service api_gateway error 500 spike on SRV-36,anomalous,Prioritize incident and assign to analyst; gather supporting telemetry.
E-0262,404,consultant,2026-01-07T08:07:44Z,correlation,Correlation analysis for Service api_gateway error 500 spike on SRV-36,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0263,405,observer,2026-01-17T00:47:12Z,netflow,Unusual outbound connection from WS-164 to 10.151.132.233:4444 bytes_out=850505,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0264,406,observer,2026-01-14T21:14:19Z,netflow,Unusual outbound connection from WS-098 to 10.183.153.217:22 bytes_out=1764947,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0264,407,responder,2026-01-14T21:14:19Z,alert,Alert received: Unusual outbound connection from WS-098 to 10.183.153.217:22 bytes_out=1764947,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0265,408,observer,2026-01-18T23:36:59Z,auth,User unknown login success on WS-133 from 10.93.171.168,benign,Normal authentication event.
E-0266,409,observer,2026-01-08T10:53:24Z,netflow,Outbound connection from WS-216 to 10.60.240.14:135 bytes_out=1219004,benign,Normal network flow.
E-0267,410,observer,2026-01-13T03:32:57Z,app,Service billing error 502 spike on WS-062,anomalous,Investigate service degradation; check downstream dependencies and recent deployments.
E-0268,411,observer,2026-01-10T22:22:17Z,dns,High entropy DNS query f5vluda2rnkk5fi11z14yac8mxau7m.cdn.account.xyz from WS-292,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0268,412,responder,2026-01-10T22:22:17Z,alert,Alert received: High entropy DNS query f5vluda2rnkk5fi11z14yac8mxau7m.cdn.account.xyz from WS-292,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0269,413,observer,2026-01-04T03:06:27Z,auth,Multiple failed logins (17) for user nour on WS-053 from 10.156.85.17,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0269,414,responder,2026-01-04T03:06:27Z,alert,Alert received: Multiple failed logins (17) for user nour on WS-053 from 10.156.85.17,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0269,415,consultant,2026-01-04T03:06:27Z,correlation,Correlation analysis for Multiple failed logins (17) for user nour on WS-053 from 10.156.85.17,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0270,416,observer,2026-01-13T17:19:14Z,netflow,Unusual outbound connection from WS-173 to 10.96.84.243:4444 bytes_out=42107,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0270,417,responder,2026-01-13T17:19:14Z,alert,Alert received: Unusual outbound connection from WS-173 to 10.96.84.243:4444 bytes_out=42107,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0270,418,consultant,2026-01-13T17:19:14Z,correlation,Correlation analysis for Unusual outbound connection from WS-173 to 10.96.84.243:4444 bytes_out=42107,staged_attack,"Hypothesis: command-and-control followed by exfiltration attempt. Next: isolate host, block C2, scan lateral movement, collect memory dump."
E-0271,419,observer,2026-01-05T02:26:26Z,netflow,Outbound connection from WS-064 to 10.24.24.170:443 bytes_out=1372630,benign,Normal network flow.
E-0272,420,observer,2026-01-11T18:49:54Z,dns,DNS query login.microsoft.com from WS-195,benign,Normal DNS activity; no action needed.
E-0273,421,observer,2026-01-16T02:48:21Z,netflow,Unusual outbound connection from SRV-11 to 10.60.144.30:443 bytes_out=1045834,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0273,422,responder,2026-01-16T02:48:21Z,alert,Alert received: Unusual outbound connection from SRV-11 to 10.60.144.30:443 bytes_out=1045834,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0274,423,observer,2026-01-05T21:28:59Z,netflow,Outbound connection from WS-184 to 128.106.246.85:3389 bytes_out=7742,benign,Normal network flow.
E-0275,424,observer,2026-01-03T16:19:50Z,dns,DNS query google.com from WS-294,benign,Normal DNS activity; no action needed.
E-0275,425,responder,2026-01-03T16:19:50Z,alert,Alert received: DNS query google.com from WS-294,benign,Dismiss as low risk; continue monitoring.
E-0276,426,observer,2026-01-12T02:04:36Z,netflow,Unusual outbound connection from WS-152 to 10.20.148.93:445 bytes_out=895376,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0277,427,observer,2026-01-02T02:43:56Z,netflow,Outbound connection from WS-005 to 10.137.47.96:445 bytes_out=385504,benign,Normal network flow.
E-0278,428,observer,2026-01-12T01:57:11Z,auth,Multiple failed logins (13) for user nour on WS-140 from 10.244.215.167,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0279,429,observer,2026-01-02T10:09:50Z,netflow,Unusual outbound connection from WS-082 to 10.224.92.157:4444 bytes_out=1636025,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0280,430,observer,2026-01-18T15:40:13Z,netflow,Outbound connection from WS-067 to 10.23.32.67:445 bytes_out=27921,benign,Normal network flow.
E-0281,431,observer,2026-01-14T23:55:20Z,netflow,Outbound connection from WS-290 to 10.127.246.89:4444 bytes_out=313750,benign,Normal network flow.
E-0282,432,observer,2026-01-02T07:47:13Z,endpoint,Endpoint AV scan completed on WS-006 (no threats),benign,Normal endpoint security event.
E-0283,433,observer,2026-01-08T18:46:57Z,netflow,Outbound connection from WS-124 to 165.193.206.210:3389 bytes_out=167319,benign,Normal network flow.
E-0284,434,observer,2026-01-11T21:02:10Z,app,Service payments responded 200 OK on WS-046,benign,Normal application health event.
E-0285,435,observer,2026-01-01T20:52:25Z,auth,User mohamed login success on WS-286 from 10.0.46.203,benign,Normal authentication event.
E-0286,436,observer,2026-01-13T08:07:41Z,auth,Multiple failed logins (15) for user youssef on WS-288 from 10.233.174.94,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0286,437,responder,2026-01-13T08:07:41Z,alert,Alert received: Multiple failed logins (15) for user youssef on WS-288 from 10.233.174.94,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0286,438,consultant,2026-01-13T08:07:41Z,correlation,Correlation analysis for Multiple failed logins (15) for user youssef on WS-288 from 10.233.174.94,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0287,439,observer,2026-01-15T13:29:48Z,netflow,Unusual outbound connection from WS-243 to 169.113.1.88:445 bytes_out=1742392,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0287,440,responder,2026-01-15T13:29:48Z,alert,Alert received: Unusual outbound connection from WS-243 to 169.113.1.88:445 bytes_out=1742392,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0287,441,consultant,2026-01-15T13:29:48Z,correlation,Correlation analysis for Unusual outbound connection from WS-243 to 169.113.1.88:445 bytes_out=1742392,staged_attack,"Hypothesis: command-and-control followed by exfiltration attempt. Next: isolate host, block C2, scan lateral movement, collect memory dump."
E-0288,442,observer,2026-01-04T23:37:38Z,dns,DNS query www.office.com from WS-253,benign,Normal DNS activity; no action needed.
E-0289,443,observer,2026-01-05T15:01:12Z,auth,User mariam login success on WS-174 from 10.212.23.238,benign,Normal authentication event.
E-0290,444,observer,2026-01-11T22:26:16Z,dns,DNS query cdn.microsoft.com from WS-235,benign,Normal DNS activity; no action needed.
E-0291,445,observer,2026-01-13T08:07:31Z,auth,User unknown login success on WS-091 from 10.88.65.27,benign,Normal authentication event.
E-0292,446,observer,2026-01-13T05:39:55Z,app,Service fileshare error 504 spike on WS-197,anomalous,Investigate service degradation; check downstream dependencies and recent deployments.
E-0292,447,responder,2026-01-13T05:39:55Z,alert,Alert received: Service fileshare error 504 spike on WS-197,anomalous,Prioritize incident and assign to analyst; gather supporting telemetry.
E-0292,448,consultant,2026-01-13T05:39:55Z,correlation,Correlation analysis for Service fileshare error 504 spike on WS-197,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0293,449,observer,2026-01-13T10:25:59Z,netflow,Unusual outbound connection from WS-154 to 183.148.176.236:22 bytes_out=1491809,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0293,450,responder,2026-01-13T10:25:59Z,alert,Alert received: Unusual outbound connection from WS-154 to 183.148.176.236:22 bytes_out=1491809,high_risk,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0293,451,consultant,2026-01-13T10:25:59Z,correlation,Correlation analysis for Unusual outbound connection from WS-154 to 183.148.176.236:22 bytes_out=1491809,staged_attack,"Hypothesis: command-and-control followed by exfiltration attempt. Next: isolate host, block C2, scan lateral movement, collect memory dump."
E-0294,452,observer,2026-01-03T19:13:42Z,auth,Multiple failed logins (25) for user mohamed on WS-181 from 10.245.213.173,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0294,453,responder,2026-01-03T19:13:42Z,alert,Alert received: Multiple failed logins (25) for user mohamed on WS-181 from 10.245.213.173,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0295,454,observer,2026-01-13T16:30:44Z,app,Service billing responded 200 OK on WS-055,benign,Normal application health event.
E-0296,455,observer,2026-01-07T22:57:56Z,dns,High entropy DNS query 8cw2g9o9yp6sdyy0u9daq.img.account.cc from SRV-50,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0296,456,responder,2026-01-07T22:57:56Z,alert,Alert received: High entropy DNS query 8cw2g9o9yp6sdyy0u9daq.img.account.cc from SRV-50,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0296,457,consultant,2026-01-07T22:57:56Z,correlation,Correlation analysis for High entropy DNS query 8cw2g9o9yp6sdyy0u9daq.img.account.cc from SRV-50,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0297,458,observer,2026-01-18T02:28:34Z,app,Service payments responded 200 OK on SRV-32,benign,Normal application health event.
E-0298,459,observer,2026-01-05T05:14:34Z,dns,DNS query api.zoom.us from WS-264,benign,Normal DNS activity; no action needed.
E-0299,460,observer,2026-01-12T07:39:27Z,dns,DNS query mail.zoom.us from WS-080,benign,Normal DNS activity; no action needed.
E-0300,461,observer,2026-01-18T04:15:15Z,dns,DNS query mail.github.com from WS-163,benign,Normal DNS activity; no action needed.
E-0301,462,observer,2026-01-06T04:17:15Z,auth,User fatma login success on SRV-40 from 10.169.184.76,benign,Normal authentication event.
E-0302,463,observer,2026-01-14T15:00:04Z,netflow,Outbound connection from SRV-33 to 165.124.20.175:445 bytes_out=801796,benign,Normal network flow.
E-0302,464,responder,2026-01-14T15:00:04Z,alert,Alert received: Outbound connection from SRV-33 to 165.124.20.175:445 bytes_out=801796,benign,Dismiss as low risk; continue monitoring.
E-0303,465,observer,2026-01-14T02:42:39Z,auth,User ahmed login success on WS-145 from 10.191.228.125,benign,Normal authentication event.
E-0304,466,observer,2026-01-13T11:21:55Z,dns,DNS query office.com from WS-043,benign,Normal DNS activity; no action needed.
E-0305,467,observer,2026-01-18T01:22:38Z,netflow,Outbound connection from WS-223 to 10.169.19.23:443 bytes_out=115808,benign,Normal network flow.
E-0306,468,observer,2026-01-02T17:02:07Z,dns,DNS query mail.cloudflare.com from WS-295,benign,Normal DNS activity; no action needed.
E-0307,469,observer,2026-01-01T03:26:10Z,dns,High entropy DNS query 6gstfs2yzb4k8oiz8sjtxa9.img.secure.xyz from SRV-29,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0307,470,responder,2026-01-01T03:26:10Z,alert,Alert received: High entropy DNS query 6gstfs2yzb4k8oiz8sjtxa9.img.secure.xyz from SRV-29,high_risk,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0308,471,observer,2026-01-08T09:29:43Z,endpoint,Suspicious process rundll32 executed on WS-108 by user unknown,anomalous,Raise alert: suspicious execution; collect process tree and quarantine if needed.
E-0309,472,observer,2026-01-15T23:21:41Z,dns,High entropy DNS query d939eseqgm5vwipgsemu52vtjxu1kau.img.secure.tk from WS-130,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0309,473,responder,2026-01-15T23:21:41Z,alert,Alert received: High entropy DNS query d939eseqgm5vwipgsemu52vtjxu1kau.img.secure.tk from WS-130,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0310,474,observer,2026-01-18T18:59:15Z,dns,High entropy DNS query 9glfri8mqeeb6bznc9q884jxz.img.account.tk from WS-170,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0311,475,observer,2026-01-03T04:45:05Z,auth,Multiple failed logins (27) for user fatma on WS-204 from 10.5.122.218,anomalous,Raise alert: possible brute force; recommend rate limiting and MFA challenge.
E-0311,476,responder,2026-01-03T04:45:05Z,alert,Alert received: Multiple failed logins (27) for user fatma on WS-204 from 10.5.122.218,anomalous,"Classify as credential attack. Recommend: enable MFA, rate limit, lock account if threshold exceeded."
E-0312,477,observer,2026-01-04T20:45:13Z,dns,DNS query mail.office.com from WS-092,benign,Normal DNS activity; no action needed.
E-0313,478,observer,2026-01-17T05:28:45Z,dns,High entropy DNS query ccug7rq8lyyxe7qyo7zww54a6i2koe6r.img.secure.top from WS-106,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0313,479,responder,2026-01-17T05:28:45Z,alert,Alert received: High entropy DNS query ccug7rq8lyyxe7qyo7zww54a6i2koe6r.img.secure.top from WS-106,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0314,480,observer,2026-01-11T01:31:47Z,netflow,Unusual outbound connection from WS-170 to 10.107.82.166:4444 bytes_out=49072,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0315,481,observer,2026-01-04T06:28:56Z,netflow,Unusual outbound connection from SRV-23 to 47.207.9.225:53 bytes_out=1988535,anomalous,Raise alert: suspicious C2/exfil pattern; verify destination reputation and isolate if confirmed.
E-0315,482,responder,2026-01-04T06:28:56Z,alert,Alert received: Unusual outbound connection from SRV-23 to 47.207.9.225:53 bytes_out=1988535,anomalous,"Classify as possible C2. Recommend: block destination IP, isolate host if beaconing persists, hunt IOCs."
E-0316,483,observer,2026-01-05T03:21:44Z,app,Service api_gateway responded 200 OK on WS-113,benign,Normal application health event.
E-0317,484,observer,2026-01-12T00:09:55Z,auth,User mahmoud login success on SRV-06 from 10.35.117.97,benign,Normal authentication event.
E-0318,485,observer,2026-01-13T05:48:38Z,dns,DNS query cdn.microsoft.com from DC-01,benign,Normal DNS activity; no action needed.
E-0319,486,observer,2026-01-04T03:55:19Z,auth,User mohamed login success on SRV-09 from 10.0.220.134,benign,Normal authentication event.
E-0320,487,observer,2026-01-11T09:53:06Z,netflow,Outbound connection from WS-118 to 10.50.217.35:53 bytes_out=1002637,benign,Normal network flow.
E-0320,488,responder,2026-01-11T09:53:06Z,alert,Alert received: Outbound connection from WS-118 to 10.50.217.35:53 bytes_out=1002637,benign,Dismiss as low risk; continue monitoring.
E-0321,489,observer,2026-01-15T12:31:49Z,dns,High entropy DNS query a7h7aynu0xgj1qq81xrzn0994lx994.sync.verify.pw from WS-279,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
E-0321,490,responder,2026-01-15T12:31:49Z,alert,Alert received: High entropy DNS query a7h7aynu0xgj1qq81xrzn0994lx994.sync.verify.pw from WS-279,anomalous,"Classify as potential exfiltration. Recommend: collect DNS logs, block domain if confirmed, isolate host pending approval."
E-0321,491,consultant,2026-01-15T12:31:49Z,correlation,Correlation analysis for High entropy DNS query a7h7aynu0xgj1qq81xrzn0994lx994.sync.verify.pw from WS-279,benign,No strong evidence of coordinated attack; document findings and continue monitoring.
E-0322,492,observer,2026-01-17T00:03:36Z,app,Service hr_portal responded 200 OK on WS-061,benign,Normal application health event.
E-0323,493,observer,2026-01-14T08:44:02Z,app,Service billing error 502 spike on SRV-15,anomalous,Investigate service degradation; check downstream dependencies and recent deployments.
E-0323,494,responder,2026-01-14T08:44:02Z,alert,Alert received: Service billing error 502 spike on SRV-15,anomalous,Prioritize incident and assign to analyst; gather supporting telemetry.
E-0324,495,observer,2026-01-07T09:15:43Z,dns,DNS query cdn.cloudflare.com from WS-114,benign,Normal DNS activity; no action needed.
E-0325,496,observer,2026-01-02T09:28:28Z,endpoint,Endpoint AV scan completed on WS-090 (no threats),benign,Normal endpoint security event.
E-0326,497,observer,2026-01-07T22:36:39Z,app,Service billing responded 200 OK on WS-100,benign,Normal application health event.
E-0327,498,observer,2026-01-03T02:35:22Z,endpoint,Endpoint AV scan completed on WS-142 (no threats),benign,Normal endpoint security event.
E-0328,499,observer,2026-01-02T15:58:20Z,netflow,Outbound connection from WS-047 to 10.141.115.156:3389 bytes_out=955698,benign,Normal network flow.
E-0329,500,observer,2026-01-10T21:10:23Z,dns,High entropy DNS query 6q8q2y4pv33b4hqeyoou0w78aqpsfz.sync.secure.pw from WS-260,anomalous,Raise alert: suspected DNS tunneling; collect DNS logs for confirmation.
